video_id	url	title	description	duration_seconds	view_count	channel_name	channel_link
NTfdYmVKMb8	https://www.youtube.com/watch?v=NTfdYmVKMb8	BEN 10 | 24 Saatlik Ben | TAM BÖLÜM | @CartoonitoTurkiye	Ben ve Gwen! 7/24 açık tek tema parkı olan Adrenaland için bütün gece uyanık kalmaya çalıştıklarında, Ben uzaylı güçlerini uyanık kalmak için kullanmayı başaramamakla kalmaz, aynı zamanda “uyku uzaylılığı” yüzünden bir felaket üstüne bir felaket yaşanır ve işler tamamen çığırından çıkmadan önce Gwen'in her şeyi düzeltmesi gerekir. #CartoonitoTürkiye #ÇizgiFilm #Animasyon Cartoonito Türkiye resmi YouTube sayfasına hoş geldin! ❤️ Kanalımıza abone ol, eğlenceden geri kalma! 🎉 🎉 👉🏻 https://bit.ly/CartoonitoTurkiye_AboneOl Tom ve Jerry, Batwheels, Bugs Bunny Yapı Ustaları, Sevimli Kahramanlar Hikayeler, Maşa ile Koca Ayı, Grizzy ve Lemminler, Sevimli Ayıcıklar, Scooby Doo Bil Bakalım Kim?, Mush Mush ve Arkadaşları, Pazar Eğlencesi, Yıldızlararası Ella ve daha bir çok harika çizgi filmin eğlenceli videoları bu kanalda seni bekliyor! Eğlence başlasın! 🎉 🎉 TOM VE JERRY VİDEOLARI İÇİN TIKLA: 👉🏻 https://bit.ly/CartoonitoTurkiye_TomveJerry BATWHEELS VİDEOLARI İÇİN TIKLA: 👉🏻 https://bit.ly/CartoonitoTurkiye_Batwheels SH.	652	33870	Cartoonito Türkiye	https://www.youtube.com/@CartoonitoTurkiye
XiO9pXIBF1k	https://www.youtube.com/watch?v=XiO9pXIBF1k	‘Uyruk Değil Uyumluluk!’ | Aykut Kocaman, İsmail Kartal, Jesus, Conte | Focus	📌 'Fenerbahçe'nin yeni teknik direktörü kim olacak?' ve 'Fenerbahçe'nin yeni teknik direktörü kim olmalı?' sorularından yola çıktık, Focus'ta bu soruların cevabını vermeye çalıştık. 📺 Fikret Tolunay ile Focus'ta Fenerbahçe'nin teknik direktörünü hangi parametrelere göre seçeceğinden, basında adı geçen Aykut Kocaman, İsmail Kartal ve Jorge Jesus kıyaslamasına, bu üç hocanın verilerinden, yine adaylar arasında gösterilen Antonio Conte ile Nuri Şahin isimlerine kadar teknik adam konusunu enine boyuna konuştuk. Keyifli seyirler... 🔔 Videoyu beğenmeyi, yorum yapmayı ve kanala abone olmayı unutmayın! 📲 Bizleri @10numararesmi kullanıcı adları bulunan sosyal medya hesaplarımızdan da takip etmeyi unutmayın! 00:00 Giriş 00:25 Uyruk Değil Uyumluluk 01:31 Karar Mekanizması 03:09 İdealist ve Pragmatist 06:38 Beş Temel Boyut 07:35 Taktiksel Parametreler 08:46 Hoca Kıyaslaması 14:56 Kapanış	915	5684	10 Numara	https://www.youtube.com/@10Numararesmi
xlOF9zecqyc	https://www.youtube.com/watch?v=xlOF9zecqyc	10.sınıf Fizik Maarif Modeli 2.dönem 2.yazılı 2025-2026 | Genel tekrar | Zeduva	Bu kitap, Maarif Modeli’ne %100 uyumludur ve MEB ders kitabıyla birebir paralellik göstermektedir.Öğrenciler, MEB kitabındaki tüm etkinlikleri bu kaynakla kolayca cevaplayabilir ve derse hazırlıklı girebilir.Öğretmenler için ise MEB kitabının karmaşık yapısı sadeleştirilmiş; böylece kitap, kılavuz niteliğinde yardımcı bir kaynak haline getirilmiştir. Sadece bir kaynak değil; öğrencilerin okul başarısını artıracak, öğretmenlerin işini kolaylaştıracak tam donanımlı bir yol haritası olarak hazırlanmıştır.128 sayfadan oluşan kitabımız, 4 üniteden meydana gelmektedir. Her ünite kendi içinde bölümlere ayrılmıştır.Bölümlerin başında, önceki yıllardan bilinmesi gereken kavramlar hatırlatılır.Her bölüm; Hatırlayalım, Cevaplayalım, Öğrenelim ve Yorumlayalım kısımlarını içermektedir.Konular içerisinde, öğrencilerin düşünme ve yorumlama becerilerini geliştirmeye yönelik açık uçlu sorular yer almaktadır.Her ünitenin sonunda ise ünite tekrar testleri bulunmaktadır.Bu kitap yalnızca bir konu anlatım kitabı değil; aynı zama.	3935	33992	Fizikfinito	https://www.youtube.com/@Fizikfinito
n7hZil3kAHU	https://www.youtube.com/watch?v=n7hZil3kAHU	Brio & Thomas Wooden Railway ☆ 10 Subway Tunnel & Station Course	This course connects 10 Brio subway tunnels. A lot of trains such as Brio trains and Thomas's electric & wooden series run through the four-layered course of stations and tunnels. # Train # Thomas # Brio	960	24528502	mania japansong	https://www.youtube.com/@maniajapansong
Tizxmdgd53Y	https://www.youtube.com/watch?v=Tizxmdgd53Y	Gresa - 10/10	"𝗙𝗢𝗟𝗘 𝗣𝗨𝗕𝗟𝗜𝗦𝗛𝗜𝗡𝗚 - https://www.smarturl.it/FolePublishing ____________________________ 𝗚𝗿𝗲𝘀𝗮 - 𝟭𝟬/𝟭𝟬 ____________________________ ✔️ Did you subscribe to 𝗘𝟭𝟬 𝗥𝗘𝗖𝗢𝗥𝗗𝗦's Official channel? 👇🏼 ► https://fole.link/SubscribeE10RecordsLabel 👉🏼 Turn on the 🔔 to be notified for all the new songs. 🎧 Listen on Spotify / Download on iTunes 👇🏼 ► https://music.fole.to/Gresa1010 ____________________________ 🎵 Mix & Master by: 𝗡𝗢𝗟𝗟𝗬 🎵 Lyrics by: 𝗚𝗥𝗘𝗦𝗔 🎥 Video by: 𝗔𝗩𝗘𝗡𝗬 𝗧𝗩 ✔️ Published by : 𝗙𝗢𝗟𝗘 𝗣𝗨𝗕𝗟𝗜𝗦𝗛𝗜𝗡𝗚 ____________________________ 🎤 Connect with 𝗚𝗥𝗘𝗦𝗔 : Instagram ► https://www.instagram.com/gresa.sekiraqa/ ✔️ Connect with 𝗙𝗢𝗟𝗘 𝗣𝗨𝗕𝗟𝗜𝗦𝗛𝗜𝗡𝗚 : Instagram ► https://www.smarturl.it/FolePublishing ____________________________ 🎧 Listen to ""𝗔𝗹𝗯𝗮𝗻𝗶𝗮𝗻 𝗛𝗶𝘁𝘀"" playlists on Spotify ► https://open.spotify.com/playlist/2qP0cBaIboo4ncqpNlh4aX?si=20b92b7980c74194 ► https://open.spotify.com/playlist/4DXyR4XdapxFOyD5jz8e8J?si=05c9c819357a4c46 ____________________________ ℗ & © E10 RECORDS LABEL & FOLE PUBLISHING. All Rights Reserved. #Gresa #F."	138	4449167	E10 Records Label	https://www.youtube.com/@E10RecordsLabel
RvFDrOm0qkM	https://www.youtube.com/watch?v=RvFDrOm0qkM	10th Grade History - 2nd Term 2nd Written Exam - General Review + Practice - PDF - Maarif Model -...	10. Sınıf Tarih 2. Dönem 2. Yazılı çalışması hazırladım. Çalışmayı, Milli Eğitim Bakanlığı (MEB) kazanımlarına ve öğrenme çıktılarına uygun bir şekilde yeni müfredata göre hazırladım. Bu çalışma öğrencilere genel tekrar yaptırarak sınavlarda 100 puan almalarını sağlayacak zengin bir içeriğe sahiptir. #yazılı #tarih #onuncusınıf #10sınıf #10sınıftarih 10. Sınıf tarih yazılı provası - 10. sınıf 2. dönem 2. yazılı PDF: https://drive.google.com/file/d/1m8y6chgDxSK71hgyF8YrB9BchvKJgzFW/view?usp=sharing Çalışmaları düzenli takip edebilmek için kanala ABONE olabilirsin. Destek amaçlı videoyu beğenmeyi unutma. Maarif Kampı İçin Abone Ol Tarih: https://www.youtube.com/channel/UCb1gk-xGWLjz11oRpwLG5pA Coğrafya: https://youtube.com/@yavuztunacografya?si=8NiUiFW1tJPeCrww Fizik: https://youtube.com/@fiziklebaris?si=Cv9_73Wl2QARu5bi Kimya: https://youtube.com/@semihbalmukkimya?si=0QYQK496sah56X15 Biyoloji: https://youtube.com/@sarmalbiyoloji?si=MUulOarFCqbTihPO Türkçe: https://youtube.com/@emektastan?si=EKlb90c05CxS76iE M.	1638	3643	Sedat Tekin Tarih and Bilgi Sarmal Maarif Akademi	http://www.youtube.com/@SedatTekinTarih
4gBe0oh-DHE	https://www.youtube.com/watch?v=4gBe0oh-DHE	TOP 10 MOST VIRAL PHONK / FUNK 2026 ⚡ (Best Playlist)	TOP 10 MOST VIRAL PHONK / FUNK 2026 🔥 Timestamps : 00:00 - Gozalo Slowed 01:53 - Tiki Tiki Slowed 03:54 - No Batido Slowed 05:24 - Montagem Rebola Slowed 07:04 - Love Funk 08:47 - Heartbeat Phonk 10:19 - Montagem Rugada Slowed 11:51 - Semper Slowed 13:39 - Montagem Miau Slowed 14:40 - Final Best viral phonk & brazilian funk playlist 2026. Perfect for gaming, drifting, gym and night drive. #phonk #funk #brazilianphonk #driftphonk	959	7774180	StormX Neon	https://www.youtube.com/@StormXNeon
sCrzgoXRoBk	https://www.youtube.com/watch?v=sCrzgoXRoBk	I Survived 67 Evil 10 Year Olds!	I Survived 67 Evil 10 Year Olds! Watch Topper Guild take on some of the world's most EVIL KIDS! Does Topper have what it takes to turn their lives around, or will they remain evil forever? FOLLOW ME: Instagram: https://www.instagram.com/topperguild/?hl=en TikTok: https://www.tiktok.com/@topperguild?lang=en Snapchat: https://www.snapchat.com/add/topperg1 Spotify: https://creators.spotify.com/pod/profile/topper-guild9/ SUBSCRIBE! @TopperGuildPlays Music licensed through Artlist and Epidemic Sound	4298	14790040	Topper Guild	https://www.youtube.com/@topperguild
ILzo07ipH40	https://www.youtube.com/watch?v=ILzo07ipH40	10 Hour - TIMER & ALARM - 1080p - COUNTDOWN	Full HD 1080p Countdown timer with finishing alarm If you enjoy or find useful then please like, subscribe and if possible consider Donating to www.paypal.me/lyonj2 :)	36026	3443090	Alarm Timer	https://www.youtube.com/@AlarmTimer
EbnH3VHzhu8	https://www.youtube.com/watch?v=EbnH3VHzhu8	Soothing Relaxation tarafından 10 Saatlik Rahatlatıcı Müzik	"10 hours of relaxing music by Soothing Relaxation, composed by Peder B. Helland. Soft piano music (""Beautiful Day"") that can be described as sleep music, healing music, meditation music, background music and peaceful music. Stream or download music from Soothing Relaxation: https://soothingrelaxation.lnk.to/listenYL 💿 Track information: Title: Beautiful Day Composer: Peder B. Helland Index: ★137 Album: Rainy Days Buy or stream this album: https://soothingrelaxation.com/products/rainy-days-album Buy this track: https://soothingrelaxation.com/products/beautiful-day-single License this track: https://soothingrelaxation.com/products/beautiful-day-license Sheet music: https://soothingrelaxation.com/products/beautiful-day-sheet-music Tutorial: https://www.youtube.com/watch?v=CnPwgYo8aNk Follow Soothing Relaxation on... Soothing Relaxation: https://soothingrelaxation.lnk.to/websiteYL Facebook: https://soothingrelaxation.lnk.to/FacebookYL Instagram: https://soothingrelaxation.lnk.to/InstagramYL Spotify: https://soot."	36266	41244062	Soothing Relaxation	https://www.youtube.com/@SoothingRelaxation
oyhGAJbu6i8	https://www.youtube.com/watch?v=oyhGAJbu6i8	"Reacting to ""Hi Me In 10 Years"""	I can’t believe how much has changed New Merch - https://mrbeast.store Check out Viewstats! - https://www.viewstats.com/ SUBSCRIBE OR I TAKE YOUR DOG ╔═╦╗╔╦╗╔═╦═╦╦╦╦╗╔═╗ ║╚╣║║║╚╣╚╣╔╣╔╣║╚╣═╣ ╠╗║╚╝║║╠╗║╚╣║║║║║═╣ ╚═╩══╩═╩═╩═╩╝╚╩═╩═╝ For any questions or inquiries regarding this video, please reach out to chucky@mrbeastbusiness.com Music Provided by https://www.extrememusic.com ---------------------------------------------------------------- follow all of these or i will kick you • Facebook - https://www.facebook.com/MrBeast/ • Twitter - https://twitter.com/MrBeast • Instagram - https://www.instagram.com/mrbeast • Im Hiring! - https://www.mrbeastjobs.com/ --------------------------------------------------------------------	716	43520717	MrBeast 2	https://www.youtube.com/@MrBeast2
pmFgJEB-AZ0	https://www.youtube.com/watch?v=pmFgJEB-AZ0	Gibran Alcocer - Idea 10 (1 Hour Loop)	Stream Now https://GibranAlcocer.lnk.to/Idea10 Gibran Alcocer Instagram: https://instagram.com/gibranalbo Kurate Music Website: https://kuratemusic.com Instagram: https://instagram.com/kuratemusic Licensing or Inquiries contact[at]kuratemusic.com	3712	4628792	Kurate Music	https://www.youtube.com/@kuratemusic
xmGaAjeqaBQ	https://www.youtube.com/watch?v=xmGaAjeqaBQ	24 Hour Timer 24 Hour Countdown 24 Stunden Countdown Timer 24h timer	If you like my 24 hour Timer, please support me on Instagram: https://www.instagram.com/the_handyman81/ Kanalmitglied werden und exklusive Vorteile erhalten: https://www.youtube.com/channel/UCfd8-d70tJXUBR-9zamW53A/join 24 Hour Timer 24 Hour Countdown 24 Stunden Countdown Timer 24h timer If you like my Timer you can sub my Youtube Channel here: https://www.youtube.com/c/TheHandyman81 *24 Stunden Timer gibts hier: https://amzn.to/2pU2as2 Link to my 12 Hour Timer: https://www.youtube.com/watch?v=4ob3jaBSIBg follow me on Instagram & Facebook https://www.instagram.com/the_handyman81/ https://www.facebook.com/The-Handyman-257368118030919/ *Bei Links handelt es sich um Affiliate Links die mit dem Partnerprogramm von Amazon zusammenhängen. Diese dienen zur Orientierung und schnellem finden der Produkte und werden je nach Erfolg mit einer Provision ausgezahlt falls diese genutzt werden. #24 #countdown #timer	86401	19255901	The Handyman	https://www.youtube.com/@TheHandyman81
DSSnISLEK-g	https://www.youtube.com/watch?v=DSSnISLEK-g	Minecraft'ta Arkadaşlarınıza Şaka Yapmanın 10 Yolu	Today, we're going to show you some fun and hilarious pranks you can pull on your friends! There's nothing like a good ol' prank every now and then! Which prank was your favorite? Maizen Merchandise ► https://shop-maizen.myspreadshop.com/	888	30314119	Maizen	https://www.youtube.com/@maizenofficial
